votes DEM president,votes REP president,votes DEM senate,votes REP senate,votes DEM governors,votes REP governors,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,votes REP president perc,votes DEM president perc,votes REP senate perc,votes DEM senate perc,votes REP governors perc,votes DEM governors perc
261,1153,0.0,0.0,201.0,1109.0,2680.0,1310.0,1370.0,2.2,95.1,0.0,0.3,1.0,0.0,2174.0,46012.0,4721.0,31133.0,2561.0,9.9,5.9,37.8,19.3,17.1,16.3,9.5,68.9,6.2,0.2,13.4,2.5,8.8,11.5,1364.0,63.3,17.7,17.4,1.5,1.7,0.8154172560113154,0.18458274398868457,0.0,0.0,0.8465648854961833,0.1534351145038168
814,4482,0.0,0.0,659.0,4305.0,11679.0,6243.0,5436.0,7.0,78.0,0.6,12.1,0.6,0.0,8278.0,79316.0,9257.0,38324.0,2463.0,11.7,16.1,33.6,10.9,20.3,16.3,18.9,78.7,8.5,0.7,3.3,0.7,8.1,17.4,5984.0,80.8,12.2,6.8,0.2,3.9,0.8462990936555891,0.1537009063444109,0.0,0.0,0.8672441579371475,0.13275584206285254
1230,4198,0.0,0.0,1094.0,3466.0,9607.0,4974.0,4633.0,2.3,89.6,0.6,6.5,0.0,0.0,7564.0,63926.0,4841.0,36953.0,2024.0,8.9,11.1,34.1,15.4,17.3,19.3,14.0,71.6,9.8,0.5,5.0,0.9,12.3,23.1,4670.0,68.8,17.1,13.5,0.6,1.6,0.7733971997052321,0.22660280029476787,0.0,0.0,0.7600877192982456,0.23991228070175438
704,3856,0.0,0.0,591.0,3352.0,8637.0,4451.0,4186.0,2.7,93.1,0.9,2.7,0.4,0.0,6674.0,80337.0,5043.0,36720.0,2575.0,7.3,7.1,27.4,18.0,19.2,19.8,15.6,81.2,8.2,0.4,3.8,1.8,4.6,17.8,4474.0,79.5,13.2,7.2,0.1,1.3,0.8456140350877193,0.1543859649122807,0.0,0.0,0.8501141262997718,0.14988587370022824
3872,12243,0.0,0.0,3341.0,10254.0,30059.0,15395.0,14664.0,2.7,90.9,0.6,4.0,0.1,0.0,23228.0,65385.0,4760.0,37335.0,2849.0,7.9,7.4,33.9,16.2,21.9,13.9,14.0,84.1,8.6,0.0,1.6,0.7,5.1,20.1,17262.0,75.4,14.4,9.8,0.3,2.4,0.7597269624573378,0.2402730375426621,0.0,0.0,0.7542478852519309,0.24575211474806916
1256,2824,0.0,0.0,1072.0,2691.0,9986.0,5519.0,4467.0,7.0,62.9,1.1,25.9,0.4,0.0,7250.0,69622.0,6012.0,40113.0,4891.0,11.2,15.8,32.5,20.9,17.7,16.6,12.3,76.4,9.7,0.6,5.4,0.6,7.3,17.1,4807.0,60.3,21.9,15.3,2.5,4.7,0.692156862745098,0.307843137254902,0.0,0.0,0.7151209141642306,0.2848790858357693
586,1141,0.0,0.0,504.0,1192.0,2971.0,1530.0,1441.0,2.5,96.7,0.0,0.3,0.0,0.0,2378.0,52417.0,5195.0,33599.0,2873.0,8.4,10.7,35.4,19.3,16.7,17.7,11.0,71.6,10.5,0.1,5.8,4.0,8.0,17.9,1550.0,64.3,17.5,17.9,0.3,0.5,0.6606832657788072,0.3393167342211928,0.0,0.0,0.7028301886792453,0.2971698113207547
129,918,0.0,0.0,123.0,741.0,1822.0,950.0,872.0,3.7,91.5,0.4,2.7,0.4,0.0,1426.0,71500.0,6293.0,38604.0,4878.0,3.1,0.3,40.2,12.4,15.8,21.4,10.1,67.3,11.5,0.0,1.9,1.8,17.5,29.1,910.0,57.4,21.9,19.6,1.2,2.3,0.8767908309455588,0.12320916905444126,0.0,0.0,0.8576388888888888,0.1423611111111111
786,2460,0.0,0.0,625.0,2451.0,7050.0,3667.0,3383.0,3.3,91.6,0.2,2.3,0.5,0.0,5461.0,61393.0,3909.0,34824.0,2160.0,5.6,4.9,32.7,15.6,21.7,15.4,14.5,77.8,10.3,0.0,4.6,1.3,6.0,16.9,3519.0,69.1,17.1,13.1,0.7,3.1,0.7578558225508318,0.24214417744916822,0.0,0.0,0.796814044213264,0.203185955786736
497,1585,0.0,0.0,373.0,1522.0,4272.0,2155.0,2117.0,1.0,94.1,0.8,3.6,0.0,0.0,3388.0,45996.0,5775.0,26619.0,2814.0,17.6,26.2,41.9,15.9,21.4,15.0,5.7,83.2,4.6,0.0,5.2,0.0,6.9,14.9,2003.0,68.7,8.9,21.1,1.3,1.6,0.7612872238232469,0.23871277617675313,0.0,0.0,0.8031662269129287,0.19683377308707123
1639,3577,0.0,0.0,1239.0,3761.0,11574.0,5897.0,5677.0,2.5,84.6,0.0,9.3,0.6,0.0,8763.0,55927.0,3762.0,33884.0,3595.0,12.1,14.5,33.8,25.8,22.1,8.6,9.6,75.2,8.7,0.9,7.2,2.6,5.4,12.9,6141.0,73.8,16.8,9.3,0.1,1.3,0.6857745398773006,0.31422546012269936,0.0,0.0,0.7522,0.2478
945,1418,0.0,0.0,693.0,1603.0,5411.0,2772.0,2639.0,1.6,95.0,0.7,0.2,0.6,0.0,4100.0,62524.0,4175.0,33574.0,2711.0,6.6,5.5,31.4,19.1,13.9,12.2,23.5,71.9,13.8,0.0,4.6,0.1,9.6,18.6,2794.0,72.4,13.6,13.9,0.1,2.4,0.6000846381718155,0.3999153618281845,0.0,0.0,0.698170731707317,0.3018292682926829
220,1065,0.0,0.0,168.0,1064.0,2543.0,1241.0,1302.0,5.4,92.1,0.5,0.5,0.5,0.0,1908.0,66023.0,2938.0,30888.0,2184.0,4.8,2.8,35.3,13.4,21.0,17.0,13.4,78.4,8.9,0.5,3.0,0.0,9.2,26.6,1212.0,68.3,15.8,15.6,0.3,0.9,0.8287937743190662,0.17120622568093385,0.0,0.0,0.8636363636363636,0.13636363636363635
2510,5072,0.0,0.0,1963.0,5458.0,16333.0,8434.0,7899.0,2.7,91.9,0.5,2.6,0.4,0.0,12742.0,60551.0,3224.0,29818.0,1157.0,9.7,9.9,33.9,16.4,17.2,12.6,19.9,77.7,10.8,0.0,4.2,1.7,5.6,18.2,8842.0,77.8,12.5,9.5,0.3,2.4,0.6689527829068848,0.3310472170931153,0.0,0.0,0.7354803934779679,0.26451960652203205
2482,1257,0.0,0.0,2151.0,1496.0,14657.0,7250.0,7407.0,0.5,18.8,0.5,78.1,0.3,0.0,9704.0,36170.0,3571.0,18075.0,1296.0,32.4,45.8,38.3,20.1,19.4,13.7,8.5,86.6,3.8,0.1,2.0,0.3,7.3,16.9,5112.0,41.5,49.0,8.9,0.6,7.4,0.33618614602834984,0.6638138539716502,0.0,0.0,0.41020016451878255,0.5897998354812174
738,1266,0.0,0.0,571.0,1414.0,3883.0,2008.0,1875.0,3.0,93.2,1.0,0.9,0.4,0.0,3047.0,60824.0,3964.0,36207.0,2159.0,4.3,3.7,30.2,12.1,15.1,12.5,30.1,73.5,8.5,0.3,7.9,1.3,8.5,13.8,2124.0,76.7,10.1,12.3,0.8,1.0,0.6317365269461078,0.36826347305389223,0.0,0.0,0.7123425692695214,0.2876574307304786
104,688,0.0,0.0,101.0,516.0,1403.0,686.0,717.0,0.9,97.5,0.0,0.4,0.0,0.0,1175.0,49750.0,3002.0,34172.0,3680.0,15.4,23.5,39.2,13.8,18.9,19.0,9.2,69.2,8.6,0.0,6.7,1.0,14.5,23.8,610.0,69.0,11.8,19.0,0.2,3.6,0.8686868686868687,0.13131313131313133,0.0,0.0,0.8363047001620746,0.16369529983792544
804,258,0.0,0.0,667.0,340.0,4420.0,2212.0,2208.0,3.9,12.5,0.0,81.6,0.0,0.0,2748.0,40795.0,4030.0,15944.0,1785.0,37.1,47.9,40.4,28.8,20.5,4.6,5.8,69.4,14.6,0.6,5.5,1.3,8.5,17.9,1332.0,34.3,58.3,7.1,0.3,19.1,0.24293785310734464,0.7570621468926554,0.0,0.0,0.33763654419066536,0.6623634558093346
44,380,0.0,0.0,40.0,329.0,674.0,350.0,324.0,0.6,92.4,5.9,0.0,0.0,0.0,528.0,61250.0,13510.0,35118.0,5750.0,6.8,2.8,52.8,5.5,19.2,14.3,8.1,60.9,10.2,1.3,5.6,1.3,20.7,27.9,307.0,56.7,11.4,31.3,0.7,1.3,0.8962264150943396,0.10377358490566038,0.0,0.0,0.8915989159891599,0.10840108401084012
2499,12110,0.0,0.0,1977.0,10499.0,30316.0,15719.0,14597.0,5.1,88.6,1.7,1.0,1.2,0.0,22095.0,77328.0,5603.0,37978.0,2004.0,8.1,6.0,31.8,15.3,21.6,15.1,16.2,82.6,9.4,0.5,3.1,0.5,4.0,18.2,16457.0,80.3,11.8,7.7,0.2,3.2,0.828941063727839,0.17105893627216098,0.0,0.0,0.8415357486373838,0.15846425136261622
392,652,0.0,0.0,333.0,714.0,1915.0,1003.0,912.0,2.6,97.4,0.0,0.0,0.0,0.0,1520.0,65437.0,4592.0,40479.0,5171.0,3.8,5.0,38.8,14.5,18.1,18.8,9.8,66.1,10.1,0.3,8.8,0.9,13.8,17.9,1056.0,63.5,14.8,21.5,0.2,1.8,0.6245210727969349,0.37547892720306514,0.0,0.0,0.6819484240687679,0.31805157593123207
2676,6994,0.0,0.0,1992.0,7071.0,21058.0,10781.0,10277.0,2.3,92.9,1.1,1.5,0.6,0.1,16486.0,56088.0,2738.0,31182.0,1454.0,11.1,18.0,36.7,20.9,19.0,11.6,11.7,80.5,9.9,0.7,3.4,1.5,3.9,15.0,11038.0,76.3,15.8,7.4,0.6,1.5,0.7232678386763185,0.2767321613236815,0.0,0.0,0.7802052300562727,0.21979476994372724
317,830,0.0,0.0,234.0,861.0,2258.0,1143.0,1115.0,1.6,90.4,0.0,3.6,0.1,0.0,1677.0,54625.0,4309.0,36099.0,5401.0,12.4,15.6,41.0,14.2,23.9,11.5,9.5,66.4,7.7,0.0,16.6,0.8,8.5,14.9,993.0,58.0,16.1,24.2,1.7,3.7,0.7236268526591108,0.2763731473408893,0.0,0.0,0.7863013698630137,0.2136986301369863
1493,2522,0.0,0.0,1201.0,2755.0,8050.0,4091.0,3959.0,3.4,92.7,1.0,1.0,0.2,0.2,6165.0,60952.0,2707.0,31774.0,2397.0,6.9,4.4,35.8,16.0,17.8,16.8,13.5,77.4,11.5,0.1,4.3,1.3,5.3,21.2,4187.0,71.7,19.3,8.6,0.3,2.9,0.6281444582814446,0.3718555417185554,0.0,0.0,0.6964105156723963,0.30358948432760363
1333,3324,0.0,0.0,975.0,3461.0,10920.0,5606.0,5314.0,11.1,84.9,0.3,1.6,1.0,0.0,8177.0,50781.0,3287.0,30693.0,1999.0,9.9,10.1,30.9,15.5,18.3,18.7,16.6,79.4,9.3,0.2,4.6,1.0,5.5,16.1,5545.0,74.4,15.3,9.8,0.4,2.6,0.7137642258964999,0.2862357741035001,0.0,0.0,0.7802073940486925,0.21979260595130748
7293,19974,0.0,0.0,5587.0,20295.0,69628.0,36366.0,33262.0,5.6,84.1,3.6,2.3,1.4,0.1,51715.0,64159.0,2483.0,33414.0,1171.0,8.4,10.2,32.1,17.5,24.5,12.6,13.3,82.8,10.3,0.3,2.5,0.7,3.4,18.9,36497.0,78.3,16.1,5.6,0.1,2.7,0.732533832104742,0.267466167895258,0.0,0.0,0.7841356927594467,0.21586430724055328
442,1893,0.0,0.0,356.0,1606.0,4089.0,2036.0,2053.0,1.2,97.7,0.0,0.4,0.0,0.0,3285.0,54464.0,4163.0,33580.0,3147.0,5.8,0.4,33.4,16.2,25.6,12.5,12.2,70.7,12.3,0.0,8.5,1.5,7.0,14.9,2033.0,72.0,13.5,14.1,0.4,2.0,0.8107066381156317,0.18929336188436832,0.0,0.0,0.81855249745158,0.18144750254842
2169,11739,0.0,0.0,1689.0,10548.0,32916.0,18015.0,14901.0,6.1,82.6,3.4,2.8,0.7,0.0,23587.0,89874.0,5659.0,44474.0,3159.0,9.0,11.1,31.3,14.2,16.5,20.6,17.4,81.3,9.6,0.2,4.9,0.6,3.5,18.5,17779.0,81.1,10.7,7.7,0.5,2.0,0.84404659188956,0.15595340811044003,0.0,0.0,0.8619759745035548,0.1380240254964452
2156,9870,0.0,0.0,0.0,0.0,27926.0,13960.0,13966.0,1.0,96.6,0.4,0.6,0.2,0.0,21041.0,36320.0,2651.0,20248.0,1164.0,23.8,32.0,28.3,18.9,16.7,13.6,22.5,80.8,11.5,0.5,1.3,1.2,4.8,36.5,10124.0,79.1,13.0,7.7,0.2,7.5,0.8207217694994179,0.17927823050058206,0.0,0.0,0.0,0.0
14149,33116,0.0,0.0,0.0,0.0,104157.0,52614.0,51543.0,2.9,81.2,11.7,0.2,0.7,0.0,79167.0,47905.0,1708.0,24551.0,743.0,15.0,20.9,28.2,18.4,21.8,8.5,23.2,86.4,8.1,0.7,1.6,1.2,2.0,18.9,48351.0,86.1,9.8,4.0,0.1,7.2,0.7006452977890617,0.29935470221093835,0.0,0.0,0.0,0.0
6541,19407,0.0,0.0,0.0,0.0,53299.0,26005.0,27294.0,1.3,96.0,0.8,0.0,0.6,0.0,40471.0,50893.0,1608.0,24612.0,725.0,14.2,21.5,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070.0,85.4,10.1,4.1,0.4,4.2,0.7479189147525821,0.2520810852474179,0.0,0.0,0.0,0.0
16497,26890,0.0,0.0,0.0,0.0,98622.0,49509.0,49113.0,4.0,89.9,3.4,0.2,0.5,0.0,75838.0,43017.0,1597.0,21936.0,511.0,19.8,30.7,26.1,18.4,21.4,9.2,24.9,84.7,8.5,0.6,1.8,1.7,2.7,25.9,40003.0,83.0,11.0,5.9,0.2,7.4,0.6197708991172471,0.3802291008827529,0.0,0.0,0.0,0.0
14772,10862,0.0,0.0,0.0,0.0,65563.0,32641.0,32922.0,1.8,89.7,2.5,0.2,2.8,0.1,53650.0,37191.0,2008.0,20062.0,899.0,30.2,30.1,36.5,23.5,22.8,7.8,9.4,71.7,7.7,0.7,13.7,1.9,4.5,20.2,27434.0,65.9,29.2,4.7,0.2,8.7,0.4237341031442615,0.5762658968557385,0.0,0.0,0.0,0.0
4651,20798,0.0,0.0,0.0,0.0,45778.0,22866.0,22912.0,1.6,96.0,0.4,0.2,0.5,0.1,34450.0,59516.0,1900.0,28340.0,885.0,9.0,12.4,29.8,14.5,20.6,8.2,26.8,87.6,6.8,0.1,1.7,1.1,2.7,19.6,23229.0,85.3,9.9,4.8,0.1,3.4,0.8172423277928406,0.1827576722071594,0.0,0.0,0.0,0.0
9138,23560,0.0,0.0,0.0,0.0,68889.0,35167.0,33722.0,0.9,93.0,4.1,0.2,0.4,0.0,55407.0,46484.0,1587.0,25326.0,838.0,14.1,20.2,28.3,20.4,22.4,14.1,14.8,88.3,6.0,0.4,2.3,0.9,2.0,23.2,29211.0,83.5,12.7,3.7,0.1,6.8,0.7205333659551043,0.2794666340448957,0.0,0.0,0.0,0.0
4380,16480,0.0,0.0,0.0,0.0,43799.0,21693.0,22106.0,0.9,96.6,0.8,0.1,0.3,0.0,33491.0,49188.0,2984.0,24525.0,1190.0,17.8,25.1,25.6,20.7,21.8,12.1,19.9,83.9,8.2,0.1,1.7,0.9,5.3,36.5,19122.0,79.6,12.4,7.8,0.3,6.5,0.7900287631831256,0.2099712368168744,0.0,0.0,0.0,0.0
69613,114392,0.0,0.0,0.0,0.0,375702.0,184149.0,191553.0,4.5,82.2,7.8,0.1,2.9,0.1,275267.0,62188.0,1209.0,29745.0,441.0,12.9,17.0,38.5,16.5,24.4,6.9,13.8,84.7,7.6,0.6,2.0,0.9,4.2,24.4,180865.0,85.1,10.6,4.2,0.1,5.4,0.6216787587293824,0.37832124127061767,0.0,0.0,0.0,0.0
3251,10745,0.0,0.0,0.0,0.0,27825.0,13824.0,14001.0,1.3,96.4,0.9,0.1,0.4,0.1,21887.0,51748.0,3535.0,26908.0,1461.0,14.8,21.5,25.3,17.6,22.2,14.2,20.7,83.2,8.3,0.0,2.4,1.8,4.3,28.5,12637.0,81.2,10.0,8.7,0.2,4.7,0.7677193483852529,0.23228065161474706,0.0,0.0,0.0,0.0
5062,14589,0.0,0.0,0.0,0.0,39005.0,19453.0,19552.0,1.5,93.5,1.6,0.1,0.5,0.1,29895.0,54495.0,2126.0,25528.0,1003.0,11.1,15.4,24.5,15.8,21.0,9.7,28.9,85.0,9.3,0.0,2.3,0.8,2.6,25.9,18119.0,82.4,12.1,5.5,0.1,7.3,0.742404966668363,0.2575950333316371,0.0,0.0,0.0,0.0
24076,39032,0.0,0.0,0.0,0.0,135520.0,65575.0,69945.0,3.2,84.4,8.1,0.1,0.6,0.1,103362.0,46275.0,1248.0,25270.0,520.0,16.6,25.1,29.1,18.5,23.2,8.4,20.7,81.9,9.7,0.9,2.8,1.2,3.5,22.0,60438.0,81.6,12.8,5.3,0.3,7.7,0.6184952779362363,0.3815047220637637,0.0,0.0,0.0,0.0
34092,74570,0.0,0.0,0.0,0.0,202166.0,99940.0,102226.0,1.8,93.9,1.4,0.2,1.1,0.0,152135.0,64183.0,1592.0,31812.0,640.0,9.8,12.8,36.4,15.7,25.5,9.1,13.3,85.6,6.9,0.5,1.1,0.8,5.1,28.0,100348.0,85.2,9.4,5.3,0.1,4.4,0.6862564650015645,0.3137435349984355,0.0,0.0,0.0,0.0
4697,15488,0.0,0.0,0.0,0.0,41869.0,20707.0,21162.0,1.6,93.4,2.1,0.1,0.4,0.0,31695.0,49997.0,2050.0,25238.0,1451.0,14.7,20.8,27.4,16.6,24.2,10.4,21.4,83.4,7.9,0.4,3.0,1.5,4.0,25.6,19223.0,80.7,12.6,6.4,0.3,6.6,0.7673024523160763,0.2326975476839237,0.0,0.0,0.0,0.0
13359,35726,0.0,0.0,0.0,0.0,104584.0,52586.0,51998.0,1.6,94.2,2.2,0.1,0.2,0.0,82384.0,45498.0,1393.0,24758.0,720.0,15.4,24.7,25.7,18.1,22.2,10.8,23.3,86.5,7.6,0.4,2.0,0.9,2.7,25.3,45737.0,83.1,10.3,6.5,0.1,7.5,0.727839462157482,0.2721605378425181,0.0,0.0,0.0,0.0
4125,12325,0.0,0.0,0.0,0.0,36602.0,18192.0,18410.0,1.0,96.1,1.1,0.2,0.3,0.0,27920.0,43251.0,2607.0,21520.0,669.0,15.0,21.2,22.0,18.7,19.5,13.1,26.7,80.0,9.6,0.4,2.5,2.0,5.5,23.9,15613.0,81.1,11.0,7.5,0.4,6.7,0.7492401215805471,0.2507598784194529,0.0,0.0,0.0,0.0
4916,15436,0.0,0.0,0.0,0.0,42231.0,20626.0,21605.0,1.5,95.7,0.9,0.1,0.4,0.0,32760.0,41726.0,1070.0,24386.0,1340.0,16.2,26.1,27.5,18.9,20.2,8.1,25.3,84.4,9.3,0.3,2.7,1.1,2.2,20.8,18534.0,83.2,11.4,5.4,0.0,6.4,0.7584512578616353,0.24154874213836477,0.0,0.0,0.0,0.0
416176,202699,0.0,0.0,0.0,0.0,1257401.0,599033.0,658368.0,5.6,59.7,29.3,0.1,2.8,0.0,957130.0,46720.0,430.0,30441.0,270.0,18.3,26.9,39.6,18.3,23.9,5.5,12.7,79.8,7.5,4.8,2.7,1.2,4.0,24.3,587730.0,83.7,12.1,4.1,0.1,8.9,0.32752817612603513,0.6724718238739649,0.0,0.0,0.0,0.0
4731,22004,0.0,0.0,0.0,0.0,51919.0,25569.0,26350.0,1.5,96.4,0.8,0.2,0.3,0.0,39124.0,50064.0,1661.0,24768.0,660.0,11.6,17.5,25.1,15.2,20.9,12.0,26.8,84.8,7.2,0.6,2.2,1.0,4.2,23.2,24632.0,84.5,7.2,7.9,0.4,5.1,0.8230409575462876,0.17695904245371236,0.0,0.0,0.0,0.0
5981,13038,0.0,0.0,0.0,0.0,38311.0,18969.0,19342.0,9.6,86.9,1.7,0.4,0.3,0.0,29114.0,55295.0,2089.0,26941.0,1056.0,11.0,16.4,25.9,16.1,22.6,9.3,26.2,86.8,6.9,0.4,2.6,0.6,2.6,20.3,18654.0,84.3,10.6,4.7,0.4,5.0,0.685525001314475,0.314474998685525,0.0,0.0,0.0,0.0
57735,66356,0.0,0.0,0.0,0.0,193024.0,95515.0,97509.0,2.4,86.4,3.4,0.1,5.5,0.0,135285.0,100229.0,2514.0,45116.0,993.0,5.1,6.0,53.2,12.2,23.6,4.3,6.6,86.0,4.6,0.2,1.1,0.7,7.5,26.2,99215.0,80.5,13.5,5.9,0.1,2.6,0.5347366045885681,0.4652633954114319,0.0,0.0,0.0,0.0
17493,22160,0.0,0.0,0.0,0.0,75369.0,36972.0,38397.0,4.2,83.6,8.1,0.2,0.6,0.0,59085.0,51033.0,1456.0,30223.0,959.0,13.0,19.1,30.7,21.2,20.7,8.9,18.5,84.5,8.5,0.9,2.0,1.3,2.7,21.0,35825.0,81.9,12.9,5.1,0.1,6.5,0.5588480064560059,0.44115199354399415,0.0,0.0,0.0,0.0
31224,50797,0.0,0.0,0.0,0.0,151526.0,75440.0,76086.0,2.0,87.1,7.1,0.1,1.6,0.0,112986.0,63424.0,1617.0,29582.0,674.0,9.9,12.9,36.5,17.0,25.1,8.0,13.4,85.4,8.0,0.4,1.5,0.9,3.9,28.3,71254.0,80.1,15.1,4.6,0.2,5.1,0.6193170041818559,0.38068299581814413,0.0,0.0,0.0,0.0
2975,9473,0.0,0.0,0.0,0.0,28659.0,14027.0,14632.0,2.0,92.9,2.0,0.0,0.8,0.1,21586.0,44289.0,2298.0,24013.0,1020.0,17.7,27.2,26.7,16.8,24.2,10.5,21.9,86.8,8.1,0.2,1.0,0.4,3.4,24.0,12510.0,80.1,13.8,5.8,0.3,6.3,0.7610057840616966,0.23899421593830333,0.0,0.0,0.0,0.0
409144,211237,0.0,0.0,0.0,0.0,1253507.0,611086.0,642421.0,5.2,64.5,21.7,0.1,4.8,0.0,894661.0,56319.0,509.0,31199.0,288.0,16.7,24.2,42.4,16.9,24.1,5.1,11.5,81.3,7.8,2.4,2.5,1.5,4.4,21.8,650022.0,81.7,14.0,4.3,0.1,5.7,0.34049559867242873,0.6595044013275713,0.0,0.0,0.0,0.0
6664,15731,0.0,0.0,0.0,0.0,42296.0,20912.0,21384.0,8.4,89.4,0.3,0.2,0.4,0.1,31635.0,57774.0,2425.0,27922.0,1292.0,10.6,15.2,27.8,15.9,21.3,12.3,22.7,88.0,6.6,0.1,1.9,0.8,2.6,24.1,20729.0,84.1,10.3,5.3,0.2,5.9,0.7024335789238669,0.29756642107613307,0.0,0.0,0.0,0.0
2990,10645,0.0,0.0,0.0,0.0,30203.0,14814.0,15389.0,1.3,93.6,2.8,0.5,0.7,0.1,23114.0,42002.0,2864.0,22293.0,934.0,20.9,29.5,27.8,19.8,22.3,11.2,18.9,85.9,5.3,0.2,1.9,1.5,5.2,29.0,11930.0,80.9,13.0,5.8,0.4,5.8,0.7807114044737807,0.2192885955262193,0.0,0.0,0.0,0.0
21201,34143,0.0,0.0,0.0,0.0,93895.0,46220.0,47675.0,1.4,95.8,1.2,0.1,0.6,0.0,70960.0,77104.0,2375.0,39513.0,1496.0,6.5,8.8,40.8,14.8,23.3,9.8,11.3,79.2,8.2,0.5,1.8,2.2,8.2,28.3,47123.0,82.1,9.6,8.1,0.1,3.5,0.6169232437120555,0.3830767562879445,0.0,0.0,0.0,0.0
34798,52072,0.0,0.0,0.0,0.0,164825.0,81014.0,83811.0,2.7,84.2,6.8,0.1,3.0,0.0,126746.0,65032.0,1700.0,33138.0,681.0,12.3,17.1,45.2,16.0,22.9,6.1,9.8,83.7,7.3,0.4,3.5,0.8,4.3,21.0,77038.0,75.2,19.9,4.8,0.1,5.7,0.5994244273051687,0.40057557269483135,0.0,0.0,0.0,0.0
4577,13407,0.0,0.0,0.0,0.0,39414.0,19544.0,19870.0,1.1,94.8,1.2,0.2,0.3,0.0,30380.0,42744.0,2537.0,22864.0,763.0,20.2,33.5,27.3,17.6,22.6,12.5,20.0,86.0,7.3,0.3,1.7,1.5,3.3,24.4,16454.0,80.0,13.3,6.6,0.2,8.5,0.7454959964412812,0.2545040035587189,0.0,0.0,0.0,0.0
246266,177886,0.0,0.0,0.0,0.0,808703.0,389496.0,419207.0,3.0,65.9,25.6,0.1,2.4,0.1,600197.0,52389.0,581.0,32638.0,349.0,17.0,24.8,41.4,17.7,23.6,5.8,11.5,79.8,8.0,3.8,2.9,1.0,4.5,23.2,394387.0,85.2,10.2,4.5,0.1,7.0,0.41939210471717686,0.5806078952828232,0.0,0.0,0.0,0.0
11757,26310,0.0,0.0,0.0,0.0,75508.0,37209.0,38299.0,5.2,89.6,1.4,0.0,1.8,0.0,56858.0,52831.0,2001.0,29608.0,891.0,12.1,15.9,32.8,16.7,19.8,8.1,22.7,84.1,9.3,0.2,2.2,0.9,3.3,17.1,37928.0,86.3,9.0,4.7,0.1,4.5,0.6911498148002206,0.30885018519977936,0.0,0.0,0.0,0.0
3062,9949,0.0,0.0,0.0,0.0,31576.0,15620.0,15956.0,1.6,95.3,0.7,0.0,0.8,0.0,23874.0,46404.0,2271.0,21099.0,774.0,16.6,22.9,27.2,17.6,19.6,7.3,28.3,81.0,8.4,0.2,3.2,1.9,5.2,25.2,14190.0,81.0,12.8,5.8,0.4,6.8,0.7646606717392975,0.23533932826070247,0.0,0.0,0.0,0.0
1768,5792,0.0,0.0,0.0,0.0,15397.0,7606.0,7791.0,0.9,95.2,2.0,0.1,0.5,0.0,12102.0,46223.0,2725.0,22965.0,1037.0,15.7,24.1,24.5,17.0,21.1,16.7,20.7,81.7,10.8,0.1,4.0,0.8,2.7,28.3,6707.0,84.7,11.1,3.9,0.3,4.9,0.7661375661375661,0.23386243386243386,0.0,0.0,0.0,0.0
4062,10479,0.0,0.0,0.0,0.0,27463.0,13558.0,13905.0,7.5,90.2,0.5,0.1,0.4,0.0,20756.0,58070.0,3117.0,27325.0,998.0,9.0,12.3,30.2,15.4,17.3,11.1,25.9,88.1,7.0,0.3,1.3,0.8,2.5,22.3,13527.0,83.3,11.8,4.7,0.2,4.5,0.7206519496595832,0.27934805034041676,0.0,0.0,0.0,0.0
3799,15678,0.0,0.0,0.0,0.0,43031.0,21262.0,21769.0,0.9,95.5,1.2,0.2,0.4,0.0,32478.0,42333.0,2216.0,22079.0,1143.0,21.6,32.4,27.4,15.4,19.4,12.0,25.7,81.4,11.1,0.5,2.2,0.9,3.9,29.2,17468.0,78.3,11.9,9.6,0.2,7.3,0.8049494275299071,0.19505057247009294,0.0,0.0,0.0,0.0
3880,9737,0.0,0.0,0.0,0.0,28547.0,14122.0,14425.0,0.6,96.6,1.0,0.0,0.2,0.0,21944.0,48073.0,3504.0,23192.0,1012.0,14.2,18.9,29.5,18.9,22.5,12.2,16.9,85.2,7.6,0.7,1.9,1.0,3.6,32.0,12571.0,76.8,16.7,6.1,0.5,7.4,0.7150620547844606,0.2849379452155394,0.0,0.0,0.0,0.0
1994,10796,0.0,0.0,0.0,0.0,43808.0,21874.0,21934.0,0.9,97.9,0.2,0.0,0.2,0.0,29414.0,58728.0,2576.0,21143.0,897.0,12.0,17.4,20.8,14.2,18.2,15.4,31.4,52.5,22.0,0.2,6.7,10.2,8.3,20.9,19857.0,79.6,6.1,13.4,0.9,2.8,0.8440969507427678,0.15590304925723222,0.0,0.0,0.0,0.0
7759,18956,0.0,0.0,0.0,0.0,58497.0,28837.0,29660.0,6.2,90.6,1.3,0.0,0.2,0.0,43271.0,49710.0,1428.0,24193.0,681.0,14.2,22.4,23.8,16.5,19.5,12.4,27.8,83.6,9.3,0.6,2.2,1.5,2.7,22.5,27061.0,85.1,9.3,5.2,0.4,5.8,0.7095639154033314,0.29043608459666853,0.0,0.0,0.0,0.0
